TimeStamp,Temperature
10:31:22.218,1104
10:31:25.208,1076
10:31:28.198,1102
10:31:31.220,1090
10:31:34.209,1090
10:31:37.198,1127
10:31:40.188,1107
10:31:43.212,1104
10:31:46.202,1088
10:31:49.193,1099
10:31:52.221,1090
10:31:55.209,1103
10:31:58.196,1110
10:32:01.217,1082
10:32:04.205,1073
10:32:07.195,1071
10:32:10.217,1107
10:32:13.211,1114
10:32:16.203,1113
10:32:19.193,1092
10:32:22.218,1106
10:32:25.209,1104
10:32:28.199,1082
10:32:31.191,1088
10:32:34.215,1073
10:32:37.205,1071
10:32:40.195,1085
10:32:43.220,1105
10:32:46.213,1082
10:32:49.204,1131
10:32:52.196,1108
10:32:55.189,1083
10:32:58.214,1097
10:33:01.204,1086
10:33:04.193,1101
10:33:07.214,1108
10:33:10.203,1116
10:33:13.193,1100
10:33:16.216,1094
10:33:19.205,1110
10:33:22.194,1035
10:33:25.216,1116
10:33:28.202,1064
10:33:31.191,1090
10:33:34.214,1073
10:33:37.202,1093
10:33:40.192,1080
10:33:43.215,1075
10:33:46.204,1082
10:33:49.195,1096
10:33:52.218,1097
10:33:55.208,1110
10:33:58.198,1117
10:34:01.188,1089
10:34:04.212,1082
10:34:07.201,1113
10:34:10.192,1091
10:34:13.216,1107
10:34:16.206,1103
10:34:19.197,1109
10:34:22.187,1092
10:34:25.210,1093
10:34:28.200,1089
10:34:31.189,1084
10:34:34.212,1112
10:34:37.201,1112
10:34:40.191,1096
10:34:43.214,1105
10:34:46.203,1093
10:34:49.194,1097
10:34:52.219,1087
10:34:55.208,1107
10:34:58.197,1092
10:35:01.187,1102
10:35:04.209,1111
10:35:07.198,1097
10:35:10.188,1083
10:35:13.210,1112
10:35:16.198,1119
10:35:19.186,1090
10:35:22.207,1095
10:35:25.196,1124
10:35:28.186,1105
10:35:31.209,1099
10:35:34.199,1112
10:35:37.190,1101
10:35:40.214,1116
10:35:43.204,1117
10:35:46.196,1103
10:35:49.188,1104
10:35:52.213,1113
10:35:55.205,1112
10:35:58.196,1091
10:36:01.189,1098
10:36:04.213,1104
10:36:07.203,1113
10:36:10.195,1108
10:36:13.186,1110
10:36:16.207,1078
10:36:19.193,1102
10:36:22.215,1092
10:36:25.201,1117
10:36:28.186,1093
10:36:31.205,1091
10:36:34.191,1111
10:36:37.210,1108
10:36:40.195,1030
10:36:43.214,1109
10:36:46.199,1098
10:36:49.185,1081
10:36:52.205,1092
10:36:55.193,1103
10:36:58.213,1093
10:37:01.200,1099
10:37:04.186,1102
10:37:07.206,1090
10:37:10.192,1116
10:37:13.212,1120
10:37:16.199,1108
10:37:19.186,1112
10:37:22.206,1093
10:37:25.192,1109
10:37:28.212,1087
10:37:31.198,1075
10:37:34.190,1101
10:37:37.212,1037
10:37:40.204,1093
10:37:43.194,1079
10:37:46.186,1132
10:37:49.208,1095
10:37:52.195,1095
10:37:55.185,1166
10:37:58.207,1103
10:38:01.199,1100
10:38:04.187,1110
10:38:07.211,1097
10:38:10.201,1096
10:38:13.193,1105
10:38:16.213,1087
10:38:19.203,1099
10:38:22.190,1097
10:38:25.213,1112
10:38:28.204,1094
10:38:31.195,1097
10:38:34.186,1109
10:38:37.210,1111
10:38:40.200,1112
10:38:43.191,1122
10:38:46.212,1108
10:38:49.199,1094
10:38:52.186,1114
10:38:55.208,1101
10:38:58.197,1106
10:39:01.187,1109
10:39:04.210,1102
10:39:07.200,1103
10:39:10.189,1102
10:39:13.211,1105
10:39:16.198,1099
10:39:19.185,1113
10:39:22.205,1078
10:39:25.194,1095
10:39:28.182,1120
10:39:31.201,1127
10:39:34.187,1099
10:39:37.207,1080
10:39:40.193,1111
10:39:43.213,1093
10:39:46.202,1127
10:39:49.192,1091
10:39:52.182,1093
10:39:55.207,1082
10:39:58.198,1086
10:40:01.190,1115
10:40:04.213,1065
10:40:07.203,1087
10:40:10.196,1067
10:40:13.182,1113
10:40:16.206,1100
10:40:19.198,1099
10:40:22.190,1111
10:40:25.180,1108
10:40:28.204,1100
10:40:31.194,1109
10:40:34.184,1110
10:40:37.208,1101
10:40:40.199,1117
10:40:43.189,1095
10:40:46.212,1098
10:40:49.201,1107
10:40:52.190,1110
10:40:55.181,1080
10:40:58.204,1103
10:41:01.194,1119
10:41:04.184,1102
10:41:07.206,1090
10:41:10.197,1111
10:41:13.188,1117
10:41:16.211,1107
10:41:19.202,1099
10:41:22.193,1112
10:41:25.184,1108
10:41:28.208,1099
10:41:31.200,1115
10:41:34.192,1096
10:41:37.182,1095
10:41:40.205,1119
10:41:43.196,1116
10:41:46.185,1093
10:41:49.208,1078
10:41:52.196,1110
10:41:55.188,1114
10:41:58.211,1092
10:42:01.202,1109
10:42:04.193,1087
10:42:07.183,1121
10:42:10.207,1084
10:42:13.199,1098
10:42:16.190,1058
10:42:19.182,1109
10:42:22.205,1104
10:42:25.197,1108
10:42:28.189,1108
10:42:31.180,1098
10:42:34.206,1089
10:42:37.196,1095
10:42:40.188,1082
10:42:43.178,1077
10:42:46.203,1092
10:42:49.194,1090
10:42:52.184,1105
10:42:55.205,1081
10:42:58.195,1120
10:43:01.188,1094
10:43:04.179,1096
10:43:07.203,1098
10:43:10.191,1108
10:43:13.179,1106
10:43:16.204,1111
10:43:19.195,1107
10:43:22.185,1109
10:43:25.207,1080
10:43:28.198,1114
10:43:31.187,1095
10:43:34.207,1174
10:43:37.197,1098
10:43:40.187,1111
10:43:43.209,1100
10:43:46.199,1098
10:43:49.189,1107
10:43:52.210,1128
10:43:55.199,1116
10:43:58.189,1112
10:44:01.179,1103
10:44:04.202,1121
10:44:07.193,1095
10:44:10.183,1007
10:44:13.207,1102
10:44:16.198,1109
10:44:19.189,1115
10:44:22.179,1091
10:44:25.202,1121
10:44:28.191,1100
10:44:31.178,1109
10:44:34.199,1104
10:44:37.187,1142
10:44:40.206,1096
10:44:43.193,1111
10:44:46.180,1076
10:44:49.201,1103
10:44:52.188,1114
10:44:55.210,1104
10:44:58.197,1117
10:45:01.185,1122
10:45:04.208,1107
10:45:07.194,1107
10:45:10.181,1104
10:45:13.200,1110
10:45:16.187,1099
10:45:19.207,1074
10:45:22.194,1090
10:45:25.180,1030
10:45:28.203,1113
10:45:31.193,1101
10:45:34.183,1087
10:45:37.206,1102
10:45:40.196,1112
10:45:43.187,1077
10:45:46.208,1123
10:45:49.195,1098
10:45:52.184,1094
10:45:55.206,1107
10:45:58.197,1120
10:46:01.189,1112
10:46:04.178,1109
10:46:07.203,1074
10:46:10.195,1094
10:46:13.180,1114
10:46:16.199,1081
10:46:19.185,1094
10:46:22.204,1104
10:46:25.189,1072
10:46:28.176,1113
10:46:31.229,1081
10:46:34.183,1098
10:46:37.204,1087
10:46:40.193,1082
10:46:43.180,1122
10:46:46.200,1104
10:46:49.187,1108
10:46:52.175,1084
10:46:55.196,1131
10:46:58.183,1105
10:47:01.203,1112
10:47:04.190,1112
10:47:07.180,1102
10:47:10.207,1111
10:47:13.196,1097
10:47:16.221,1092
10:47:19.178,1094
10:47:22.203,1109
10:47:25.192,1084
10:47:28.179,1090
10:47:31.199,1116
10:47:34.185,1086
10:47:37.174,1113
10:47:40.197,1110
10:47:43.187,1102
10:47:46.175,1106
10:47:49.197,1116
10:47:52.187,1114
10:47:55.177,1119
10:47:58.201,1107
10:48:01.193,1105
10:48:04.185,1084
10:48:07.175,1108
10:48:10.200,1115
10:48:13.192,1110
10:48:16.182,1095
10:48:19.207,1090
10:48:22.197,1118
10:48:25.188,1114
10:48:28.176,1079
10:48:31.201,1080
10:48:34.191,1104
10:48:37.178,1103
10:48:40.199,1093
10:48:43.190,1118
10:48:46.181,1085
10:48:49.173,1115
10:48:52.199,1093
10:48:55.190,1118
10:48:58.180,1100
10:49:01.204,1111
10:49:04.193,1081
10:49:07.179,1082
10:49:10.198,1106
10:49:13.183,1111
10:49:16.172,1116
10:49:19.194,1086
10:49:22.182,1099
10:49:25.200,1124
10:49:28.185,1115
10:49:31.204,1095
10:49:34.190,1105
10:49:37.180,1114
10:49:40.201,1111
10:49:43.193,1114
10:49:46.183,1088
10:49:49.175,1101
10:49:52.199,1116
10:49:55.190,1083
10:49:58.175,1109
10:50:01.196,1100
10:50:04.185,1118
10:50:07.176,1032
10:50:10.199,1086
10:50:13.190,1109
10:50:16.179,1103
10:50:19.202,1108
10:50:22.192,1088
10:50:25.179,1107
10:50:28.202,1109
10:50:31.192,1103
10:50:34.181,1107
10:50:37.172,1092
10:50:40.195,1089
10:50:43.183,1093
10:50:46.204,1094
10:50:49.189,1100
10:50:52.174,1104
10:50:55.197,1097
10:50:58.186,1097
10:51:01.175,1113
10:51:04.197,1092
10:51:07.187,1114
10:51:10.176,1098
10:51:13.202,1105
10:51:16.190,1119
10:51:19.179,1115
10:51:22.170,1083
10:51:25.196,1114
10:51:28.188,1113
10:51:31.178,1093
10:51:34.202,1090
10:51:37.192,1111
10:51:40.184,1107
10:51:43.174,1106
10:51:46.199,1087
10:51:49.188,1076
10:51:52.178,1103
10:51:55.200,1125
10:51:58.190,1107
10:52:01.180,1084
10:52:04.169,1084
10:52:07.192,1088
10:52:10.180,1102
10:52:13.170,1093
10:52:16.193,1082
10:52:19.182,1073
10:52:22.169,1087
10:52:25.192,1110
10:52:28.182,1105
10:52:31.172,1098
10:52:34.197,1094
10:52:37.186,1079
10:52:40.173,1105
10:52:43.192,1144
10:52:46.181,1088
10:52:49.172,1115
10:52:52.196,1063
10:52:55.187,1097
10:52:58.177,1109
10:53:01.201,1095
10:53:04.192,1113
10:53:07.184,1107
10:53:10.178,1106
10:53:13.169,1114
10:53:16.191,1105
10:53:19.181,1112
10:53:22.172,1100
10:53:25.196,1121
10:53:28.187,1092
10:53:31.179,1107
10:53:34.169,1108
10:53:37.192,1120
10:53:40.182,1104
10:53:43.172,1117
10:53:46.197,1114
10:53:49.187,1091
10:53:52.176,1116
10:53:55.199,1097
10:53:58.189,1093
10:54:01.179,1115
10:54:04.169,1110
10:54:07.193,1110
10:54:10.182,1107
10:54:13.171,1055
10:54:16.193,1099
10:54:19.182,1107
10:54:22.172,1107
10:54:25.194,1115
10:54:28.184,1116
10:54:31.174,1106
10:54:34.197,1121
10:54:37.187,1099
10:54:40.177,1109
10:54:43.166,1080
10:54:46.189,1104
10:54:49.176,1111
10:54:52.198,1105
10:54:55.187,1091
10:54:58.175,1079
10:55:01.196,1072
10:55:04.185,1089
10:55:07.173,1112
10:55:10.195,1108
10:55:13.182,1115
10:55:16.169,1058
10:55:19.190,1108
10:55:22.177,1110
10:55:25.197,1059
10:55:28.184,1080
10:55:31.170,1105
10:55:34.190,1100
10:55:37.175,1100
10:55:40.194,1119
10:55:43.180,1068
10:55:46.167,1103
10:55:49.188,1099
10:55:52.175,1108
10:55:55.195,1108
10:55:58.183,1111
10:56:01.170,1122
10:56:04.191,1083
10:56:07.178,1093
10:56:10.166,1110
10:56:13.186,1102
10:56:16.174,1103
10:56:19.195,1107
10:56:22.183,1097
10:56:25.170,1108
10:56:28.191,1085
10:56:31.179,1101
10:56:34.166,1119
10:56:37.186,1119
10:56:40.174,1097
10:56:43.194,1098
10:56:46.181,1090
10:56:49.167,1116
10:56:52.189,1106
10:56:55.178,1094
10:56:58.167,1102
10:57:01.193,1101
10:57:04.186,1090
10:57:07.177,1091
10:57:10.169,1092
10:57:13.193,1119
10:57:16.183,1103
10:57:19.176,1119
10:57:22.169,1094
10:57:25.195,1046
10:57:28.183,1088
10:57:31.172,1114
10:57:34.193,1110
10:57:37.181,1117
10:57:40.169,1115
10:57:43.194,1115
10:57:46.187,1108
10:57:49.178,1107
10:57:52.167,1101
10:57:55.191,1118
10:57:58.183,1112
10:58:01.171,1078
10:58:04.192,1097
10:58:07.177,1089
10:58:10.163,1116
10:58:13.183,1083
10:58:16.170,1110
10:58:19.191,1118
10:58:22.180,1105
10:58:25.166,1109
10:58:28.188,1098
10:58:31.177,1115
10:58:34.168,1101
10:58:37.192,1119
10:58:40.184,1095
10:58:43.175,1106
10:58:46.194,1084
10:58:49.185,1094
10:58:52.172,1116
10:58:55.191,1123
10:58:58.182,1110
10:59:01.173,1086
10:59:04.164,1116
10:59:07.189,1127
10:59:10.180,1112
10:59:13.169,1110
10:59:16.189,1118
10:59:19.175,1116
10:59:22.167,1113
10:59:25.191,1101
10:59:28.183,1109
10:59:31.174,1106
10:59:34.166,1119
10:59:37.191,1132
10:59:40.177,1105
10:59:43.163,1121
10:59:46.181,1093
10:59:49.167,1094
10:59:52.186,1116
10:59:55.171,1082
10:59:58.190,1120
11:00:01.176,1093
11:00:04.162,1096
11:00:07.184,1075
11:00:10.173,1103
11:00:13.165,1115
11:00:16.189,1123
11:00:19.180,1114
11:00:22.171,1097
11:00:25.162,1117
11:00:28.186,1111
11:00:31.176,1099
11:00:34.168,1113
11:00:37.192,1117
11:00:40.181,1130
11:00:43.172,1092
11:00:46.193,1113
11:00:49.183,1101
11:00:52.172,1107
11:00:55.163,1085
11:00:58.187,1116
11:01:01.177,1126
11:01:04.166,1118
11:01:07.189,1118
11:01:10.178,1110
11:01:13.169,1113
11:01:16.160,1111
11:01:19.182,1101
11:01:22.173,1111
11:01:25.165,1098
11:01:28.187,1086
11:01:31.178,1132
11:01:34.167,1116
11:01:37.191,1110
11:01:40.182,1092
11:01:43.173,1114
11:01:46.164,1096
11:01:49.188,1116
11:01:52.180,1118
11:01:55.171,1106
11:01:58.163,1120
11:02:01.187,1086
11:02:04.177,1099
11:02:07.169,1097
11:02:10.161,1087
11:02:13.185,1078
11:02:16.176,1086
11:02:19.167,1076
11:02:22.192,1098
11:02:25.182,1080
11:02:28.174,1128
11:02:31.163,1120
11:02:34.186,1119
11:02:37.176,1122
11:02:40.168,1118
11:02:43.192,1121
11:02:46.181,1128
11:02:49.170,1093
11:02:52.193,1114
11:02:55.184,1120
11:02:58.174,1114
11:03:01.164,1116
11:03:04.187,1121
11:03:07.176,1107
11:03:10.166,1112
11:03:13.190,1128
11:03:16.182,1108
11:03:19.173,1105
11:03:22.165,1104
11:03:25.189,1119
11:03:28.181,1114
11:03:31.172,1132
11:03:34.163,1114
11:03:37.185,1125
11:03:40.176,1109
11:03:43.166,1106
11:03:46.191,1111
11:03:49.181,1120
11:03:52.171,1109
11:03:55.161,1091
11:03:58.183,1131
11:04:01.173,1115
11:04:04.165,1110
11:04:07.186,1114
11:04:10.174,1107
11:04:13.163,1090
11:04:16.184,1103
11:04:19.173,1118
11:04:22.162,1123
11:04:25.183,1121
11:04:28.169,1111
11:04:31.188,1107
11:04:34.177,1092
11:04:37.167,1068
11:04:40.158,1103
11:04:43.182,1112
11:04:46.173,1089
11:04:49.163,1105
11:04:52.188,1125
11:04:55.177,1108
11:04:58.167,1108
11:05:01.190,1110
11:05:04.179,1117
11:05:07.169,1127
11:05:10.158,1110
11:05:13.180,1138
11:05:16.168,1114
11:05:19.157,1092
11:05:22.177,1108
11:05:25.164,1108
11:05:28.186,1112
11:05:31.175,1104
11:05:34.165,1127
11:05:37.188,1115
11:05:40.177,1114
11:05:43.169,1112
11:05:46.160,1105
11:05:49.185,1095
11:05:52.177,1107
11:05:55.167,1155
11:05:58.158,1114
11:06:01.181,1087
11:06:04.171,1100
11:06:07.161,1115
11:06:10.181,1101
11:06:13.172,1120
11:06:16.161,1118
11:06:19.185,1108
11:06:22.176,1121
11:06:25.168,1110
11:06:28.159,1118
11:06:31.181,1124
11:06:34.172,1114
11:06:37.162,1112
11:06:40.184,1108
11:06:43.172,1122
11:06:46.161,1095
11:06:49.183,1119
11:06:52.173,1089
11:06:55.163,1098
11:06:58.185,1122
11:07:01.173,1113
11:07:04.159,1136
11:07:07.182,1094
11:07:10.171,1110
11:07:13.160,1092
11:07:16.182,1127
11:07:19.170,1105
11:07:22.159,1087
11:07:25.179,1146
11:07:28.164,1121
11:07:31.182,1112
11:07:34.168,1123
11:07:37.158,1121
11:07:40.180,1109
11:07:43.170,1118
11:07:46.159,1119
11:07:49.181,1115
11:07:52.170,1120
11:07:55.158,1075
11:07:58.180,1132
11:08:01.169,1118
11:08:04.158,1111
11:08:07.182,1118
11:08:10.172,1125
11:08:13.160,1101
11:08:16.178,1113
11:08:19.163,1112
11:08:22.180,1116
11:08:25.167,1131
11:08:28.155,1121
11:08:31.176,1121
11:08:34.164,1109
11:08:37.185,1113
11:08:40.173,1115
11:08:43.161,1111
11:08:46.183,1126
11:08:49.171,1123
11:08:52.159,1133
11:08:55.179,1115
11:08:58.164,1120
11:09:01.182,1118
11:09:04.168,1114
11:09:07.158,1098
11:09:10.180,1120
11:09:13.169,1121
11:09:16.159,1118
11:09:19.181,1125
11:09:22.170,1113
11:09:25.158,1108
11:09:28.176,1118
11:09:31.162,1100
11:09:34.181,1097
11:09:37.169,1115
11:09:40.156,1112
11:09:43.176,1132
11:09:46.164,1119
11:09:49.186,1112
11:09:52.175,1117
11:09:55.161,1122
11:09:58.178,1118
11:10:01.163,1112
11:10:04.182,1100
11:10:07.171,1111
11:10:10.159,1112
11:10:13.177,1120
11:10:16.162,1087
11:10:19.180,1101
11:10:22.165,1118
11:10:25.182,1119
11:10:28.166,1097
11:10:31.184,1137
11:10:34.169,1102
11:10:37.153,1126
11:10:40.172,1122
11:10:43.155,1127
11:10:46.174,1123
11:10:49.158,1128
11:10:52.177,1113
11:10:55.165,1116
11:10:58.183,1110
11:11:01.170,1100
11:11:04.157,1147
11:11:07.178,1086
11:11:10.165,1112
11:11:13.184,1113
11:11:16.173,1108
11:11:19.162,1133
11:11:22.217,1115
11:11:25.170,1091
11:11:28.155,1127
11:11:31.174,1118
11:11:34.160,1105
11:11:37.180,1088
11:11:40.169,1101
11:11:43.157,1098
11:11:46.177,1098
11:11:49.165,1111
11:11:52.153,1106
11:11:55.175,1089
11:11:58.162,1111
11:12:01.152,1088
11:12:04.175,1137
11:12:07.231,1082
11:12:10.154,1108
11:12:13.177,1109
11:12:16.165,1125
11:12:19.151,1113
11:12:22.172,1130
11:12:25.160,1127
11:12:28.181,1098
11:12:31.167,1120
11:12:34.157,1122
11:12:37.180,1097
11:12:40.169,1132
11:12:43.158,1116
11:12:46.180,1102
11:12:49.167,1119
11:12:52.155,1117
11:12:55.175,1109
11:12:58.164,1116
11:13:01.154,1094
11:13:04.175,1095
11:13:07.161,1103
11:13:10.179,1113
11:13:13.165,1105
11:13:16.151,1108
11:13:19.173,1096
11:13:22.162,1136
11:13:25.151,1119
11:13:28.173,1110
11:13:31.163,1129
11:13:34.153,1114
11:13:37.176,1129
11:13:40.167,1128
11:13:43.155,1121
11:13:46.176,1113
11:13:49.164,1126
11:13:52.153,1109
11:13:55.175,1127
11:13:58.163,1112
11:14:01.150,1121
11:14:04.169,1118
11:14:07.158,1093
11:14:10.175,1120
11:14:13.160,1105
11:14:16.181,1113
11:14:19.170,1119
11:14:22.160,1121
11:14:25.151,1108
11:14:28.172,1124
11:14:31.162,1093
11:14:34.150,1121
11:14:37.173,1114
11:14:40.165,1124
11:14:43.152,1093
11:14:46.172,1112
11:14:49.161,1121
11:14:52.149,1125
11:14:55.170,1130
11:14:58.157,1109
11:15:01.177,1123
11:15:04.165,1116
11:15:07.155,1089
11:15:10.179,1105
11:15:13.167,1120
11:15:16.155,1117
11:15:19.174,1119
11:15:22.160,1121
11:15:25.147,1119
11:15:28.171,1092
11:15:31.156,1104
11:15:34.177,1101
11:15:37.168,1118
11:15:40.158,1122
11:15:43.148,1099
11:15:46.170,1117
11:15:49.159,1110
11:15:52.149,1133
11:15:55.174,1107
11:15:58.165,1110
11:16:01.154,1103
11:16:04.177,1107
11:16:07.168,1118
11:16:10.159,1109
11:16:13.149,1109
11:16:16.173,1093
11:16:19.164,1110
11:16:22.155,1134
11:16:25.179,1121
11:16:28.170,1124
11:16:31.161,1101
11:16:34.151,1108
11:16:37.175,1123
11:16:40.166,1113
11:16:43.156,1110
11:16:46.146,1115
11:16:49.170,1091
11:16:52.160,1100
11:16:55.149,1130
11:16:58.172,1117
11:17:01.161,1119
11:17:04.149,1119
11:17:07.172,1118
11:17:10.162,1121
11:17:13.152,1115
11:17:16.175,1116
11:17:19.164,1127
11:17:22.154,1126
11:17:25.176,1116
11:17:28.167,1113
11:17:31.155,1105
11:17:34.145,1114
11:17:37.168,1103
11:17:40.159,1118
11:17:43.149,1118
11:17:46.172,1118
11:17:49.161,1126
11:17:52.151,1115
11:17:55.175,1114
11:17:58.165,1114
11:18:01.156,1101
11:18:04.145,1119
11:18:07.169,1113
11:18:10.159,1066
11:18:13.149,1111
11:18:16.172,1080
11:18:19.161,1104
11:18:22.149,1125
11:18:25.172,1119
11:18:28.162,1109
11:18:31.151,1101
11:18:34.172,1120
11:18:37.159,1101
11:18:40.146,1119
11:18:43.166,1113
11:18:46.155,1120
11:18:49.145,1124
11:18:52.168,1133
11:18:55.155,1126
11:18:58.172,1130
11:19:01.158,1116
11:19:04.148,1111
11:19:07.172,1112
11:19:10.163,1110
11:19:13.151,1112
11:19:16.175,1104
11:19:19.165,1138
11:19:22.155,1127
11:19:25.145,1124
11:19:28.163,1128
11:19:31.151,1090
11:19:34.172,1139
11:19:37.163,1107
11:19:40.153,1125
11:19:43.144,1122
11:19:46.167,1174
11:19:49.156,1124
11:19:52.145,1117
11:19:55.168,1105
11:19:58.156,1115
11:20:01.144,1113
11:20:04.165,1127
11:20:07.151,1129
11:20:10.174,1119
11:20:13.162,1121
11:20:16.148,1110
11:20:19.167,1119
11:20:22.152,1141
11:20:25.173,1202
11:20:28.159,1121
11:20:31.144,1130
11:20:34.163,1110
11:20:37.149,1077
11:20:40.168,1106
11:20:43.154,1094
11:20:46.140,1105
11:20:49.160,1118
11:20:52.146,1095
11:20:55.166,1123
11:20:58.153,1098
11:21:01.172,1104
11:21:04.158,1123
11:21:07.144,1121
11:21:10.164,1124
11:21:13.149,1118
11:21:16.168,1133
11:21:19.153,1150
11:21:22.174,1084
11:21:25.161,1117
11:21:28.149,1131
11:21:31.171,1119
11:21:34.161,1124
11:21:37.149,1135
11:21:40.171,1053
11:21:43.157,1123
11:21:46.143,1121
11:21:49.163,1122
11:21:52.148,1123
11:21:55.168,1128
11:21:58.156,1119
11:22:01.143,1121
11:22:04.164,1135
11:22:07.152,1176
11:22:10.142,1114
11:22:13.164,1091
11:22:16.152,1119
11:22:19.141,1124
11:22:22.163,1126
11:22:25.153,1124
11:22:28.142,1124
11:22:31.164,1134
11:22:34.151,1113
11:22:37.170,1127
11:22:40.156,1122
11:22:43.143,1088
11:22:46.162,1122
11:22:49.147,1116
11:22:52.168,1115
11:22:55.156,1119
11:22:58.145,1119
11:23:01.165,1055
11:23:04.152,1133
11:23:07.140,1111
11:23:10.159,1135
11:23:13.145,1121
11:23:16.166,1118
11:23:19.152,1108
11:23:22.170,1118
11:23:25.158,1115
11:23:28.144,1117
11:23:31.165,1117
11:23:34.151,1104
11:23:37.139,1120
11:23:40.162,1125
11:23:43.151,1104
11:23:46.142,1125
11:23:49.166,1119
11:23:52.154,1124
11:23:55.141,1124
11:23:58.163,1120
11:24:01.151,1120
11:24:04.140,1101
11:24:07.159,1109
11:24:10.145,1126
11:24:13.164,1140
11:24:16.149,1121
11:24:19.169,1138
11:24:22.156,1124
11:24:25.142,1126
11:24:28.160,1113
11:24:31.145,1127
11:24:34.163,1142
11:24:37.148,1130
11:24:40.169,1121
11:24:43.157,1108
11:24:46.146,1133
11:24:49.167,1126
11:24:52.154,1116
11:24:55.143,1118
11:24:58.163,1127
11:25:01.151,1095
11:25:04.139,1123
11:25:07.159,1136
11:25:10.145,1128
11:25:13.166,1123
11:25:16.152,1095
11:25:19.140,1130
11:25:22.163,1116
11:25:25.150,1117
11:25:28.169,1114
11:25:31.156,1101
11:25:34.143,1109
11:25:37.165,1127
11:25:40.185,1074
11:25:43.138,1129
11:25:46.157,1137
11:25:49.144,1132
11:25:52.166,1133
11:25:55.153,1104
11:25:58.139,1116
11:26:01.158,1104
11:26:04.145,1128
11:26:07.167,1270
11:26:10.155,1125
11:26:13.144,1116
11:26:16.166,1072
11:26:19.154,1116
11:26:22.143,1125
11:26:25.166,1114
11:26:28.157,1122
11:26:31.146,1115
11:26:34.168,1206
11:26:37.156,1121
11:26:40.146,1116
11:26:43.136,1130
11:26:46.158,1127
11:26:49.147,1138
11:26:52.137,1107
11:26:55.160,1114
11:26:58.149,1125
11:27:01.139,1090
11:27:04.162,1118
11:27:07.150,1124
11:27:10.139,1116
11:27:13.161,1118
11:27:16.148,1137
11:27:19.137,1133
11:27:22.158,1127
11:27:25.148,1110
11:27:28.138,1124
11:27:31.159,1119
11:27:34.148,1124
11:27:37.138,1120
11:27:40.156,1133
11:27:43.143,1124
11:27:46.163,1139
11:27:49.151,1126
11:27:52.140,1122
11:27:55.159,1114
11:27:58.145,1133
11:28:01.167,1113
11:28:04.155,1136
11:28:07.144,1124
11:28:10.167,1139
11:28:13.157,1121
11:28:16.147,1135
11:28:19.136,1119
11:28:22.159,1117
11:28:25.148,1115
11:28:28.136,1122
